x,z
-120.05000000000001,22.000000000065373
-120.05000000000001,22.000000000068322
-120.05000000000001,22.000000000072863
-120.05000000000001,22.000000000079027
-120.05000000000001,22.00000000008683
-120.05000000000001,22.00000000009625
-120.05000000000001,22.00000000010725
-119.05000000000001,22.000000000215238
-119.05000000000001,22.0000000001936
-119.05000000000001,22.000000000215238
-119.05000000000001,22.000000000238146
-119.05000000000001,22.00000000026202
-119.05000000000001,22.00000000028651
-119.05000000000001,22.000000000311246
-119.05000000000001,22.000000000335852
-119.05000000000001,22.000000000359933
-119.05000000000001,22.000000000383107
-119.05000000000001,22.00000000040501
-119.05000000000001,22.000000000425295
-119.05000000000001,22.000000000443652
-119.05000000000001,22.000000000459814
-119.05000000000001,22.00000000047355
-119.05000000000001,22.00000000048469
-119.05000000000001,22.00000000049311
-119.05000000000001,22.000000000498744
-119.05000000000001,22.000000000501565
-119.05000000000001,22.000000000501615
-119.05000000000001,22.000000000498964
-119.05000000000001,22.00000000049374
-119.05000000000001,22.000000000486086
-119.05000000000001,22.00000000047619
-119.05000000000001,22.000000000464272
-119.05000000000001,22.000000000450548
-119.05000000000001,22.00000000043526
-119.05000000000001,22.000000000418652
-119.05000000000001,22.00000000040097
-119.05000000000001,22.00000000038245
-119.05000000000001,22.000000000363325
-119.05000000000001,22.000000000343817
-119.05000000000001,22.000000000324132
-119.05000000000001,22.000000000304457
-119.05000000000001,22.000000000284967
-119.05000000000001,22.000000000265807
-119.05000000000001,22.00000000024712
-119.05000000000001,22.000000000229022
-119.05000000000001,22.00000000021162
-119.05000000000001,22.000000000195
-119.05000000000001,22.00000000017925
-119.05000000000001,22.000000000164437
-119.05000000000001,22.000000000150642
-119.05000000000001,22.000000000137927
-119.05000000000001,22.00000000012637
-119.05000000000001,22.000000000116053
-119.05000000000001,22.000000000107057
-119.05000000000001,22.000000000099483
-119.05000000000001,22.000000000093426
-119.05000000000001,22.000000000089003
-119.05000000000001,22.00000000008632
-119.05000000000001,22.0000000000855
-119.05000000000001,22.000000000086644
-119.05000000000001,22.00000000008985
-119.05000000000001,22.000000000095213
-119.05000000000001,22.000000000102784
-119.05000000000001,22.000000000112593
-119.05000000000001,22.000000000124636
-119.05000000000001,22.000000000138876
-119.05000000000001,22.000000000155215
-118.05000000000001,22.000000000311324
-118.05000000000001,22.00000000028053
-118.05000000000001,22.000000000311324
-118.05000000000001,22.000000000343622
-118.05000000000001,22.000000000376957
-118.05000000000001,22.000000000410836
-118.05000000000001,22.000000000444736
-118.05000000000001,22.00000000047812
-118.05000000000001,22.000000000510457
-118.05000000000001,22.00000000054123
-118.05000000000001,22.000000000569948
-118.05000000000001,22.000000000596167
-118.05000000000001,22.00000000061949
-118.05000000000001,22.000000000639584
-118.05000000000001,22.000000000656183
-118.05000000000001,22.00000000066909
-118.05000000000001,22.000000000678185
-118.05000000000001,22.000000000683418
-118.05000000000001,22.000000000684807
-118.05000000000001,22.00000000068244
-118.05000000000001,22.00000000067646
-118.05000000000001,22.000000000667075
-118.05000000000001,22.000000000654516
-118.05000000000001,22.000000000639073
-118.05000000000001,22.000000000621043
-118.05000000000001,22.000000000600757
-118.05000000000001,22.000000000578545
-118.05000000000001,22.000000000554753
-118.05000000000001,22.00000000052971
-118.05000000000001,22.00000000050374
-118.05000000000001,22.000000000477154
-118.05000000000001,22.00000000045024
-118.05000000000001,22.000000000423267
-118.05000000000001,22.000000000396476
-118.05000000000001,22.00000000037009
-118.05000000000001,22.000000000344297
-118.05000000000001,22.000000000319268
-118.05000000000001,22.000000000295152
-118.05000000000001,22.000000000272074
-118.05000000000001,22.00000000025015
-118.05000000000001,22.00000000022948
-118.05000000000001,22.00000000021016
-118.05000000000001,22.000000000192284
-118.05000000000001,22.000000000175948
-118.05000000000001,22.000000000161254
-118.05000000000001,22.00000000014832
-118.05000000000001,22.000000000137256
-118.05000000000001,22.000000000128207
-118.05000000000001,22.000000000121318
-118.05000000000001,22.000000000116742
-118.05000000000001,22.000000000114632
-118.05000000000001,22.00000000011515
-118.05000000000001,22.000000000118433
-118.05000000000001,22.000000000124615
-118.05000000000001,22.00000000013379
-118.05000000000001,22.00000000014602
-118.05000000000001,22.000000000161325
-118.05000000000001,22.000000000179668
-118.05000000000001,22.000000000200952
-118.05000000000001,22.00000000022502
-117.05000000000001,22.00000000044991
-117.05000000000001,22.000000000406327
-117.05000000000001,22.00000000044991
-117.05000000000001,22.000000000495177
-117.05000000000001,22.000000000541466
-117.05000000000001,22.000000000588063
-117.05000000000001,22.000000000634238
-117.05000000000001,22.00000000067925
-117.05000000000001,22.000000000722377
-117.05000000000001,22.00000000076292
-117.05000000000001,22.00000000080025
-117.05000000000001,22.00000000083378
-117.05000000000001,22.000000000863025
-117.05000000000001,22.00000000088758
-117.05000000000001,22.00000000090714
-117.05000000000001,22.0000000009215
-117.05000000000001,22.000000000930555
-117.05000000000001,22.0000000009343
-117.05000000000001,22.00000000093283
-117.05000000000001,22.00000000092631
-117.05000000000001,22.000000000915
-117.05000000000001,22.000000000899213
-117.05000000000001,22.000000000879318
-117.05000000000001,22.00000000085573
-117.05000000000001,22.00000000082889
-117.05000000000001,22.00000000079926
-117.05000000000001,22.000000000767304
-117.05000000000001,22.000000000733486
-117.05000000000001,22.000000000698265
-117.05000000000001,22.000000000662066
-117.05000000000001,22.0000000006253
-117.05000000000001,22.000000000588347
-117.05000000000001,22.000000000551555
-117.05000000000001,22.00000000051523
-117.05000000000001,22.00000000047965
-117.05000000000001,22.000000000445052
-117.05000000000001,22.00000000041165
-117.05000000000001,22.00000000037962
-117.05000000000001,22.000000000349132
-117.05000000000001,22.000000000320313
-117.05000000000001,22.000000000293298
-117.05000000000001,22.00000000026821
-117.05000000000001,22.00000000024517
-117.05000000000001,22.00000000022431
-117.05000000000001,22.000000000205784
-117.05000000000001,22.00000000018974
-117.05000000000001,22.00000000017636
-117.05000000000001,22.000000000165834
-117.05000000000001,22.000000000158373
-117.05000000000001,22.000000000154188
-117.05000000000001,22.000000000153495
-117.05000000000001,22.000000000156504
-117.05000000000001,22.000000000163407
-117.05000000000001,22.000000000174353
-117.05000000000001,22.000000000189456
-117.05000000000001,22.000000000208768
-117.05000000000001,22.000000000232273
-117.05000000000001,22.00000000025988
-117.05000000000001,22.000000000291408
-117.05000000000001,22.000000000326583
-116.05000000000001,22.00000000064943
-116.05000000000001,22.00000000058811
-116.05000000000001,22.00000000064943
-116.05000000000001,22.000000000712518
-116.05000000000001,22.000000000776424
-116.05000000000001,22.000000000840142
-116.05000000000001,22.00000000090265
-116.05000000000001,22.000000000962935
-116.05000000000001,22.00000000102002
-116.05000000000001,22.000000001072998
-116.05000000000001,22.00000000112103
-116.05000000000001,22.0000000011634
-116.05000000000001,22.0000000011995
-116.05000000000001,22.000000001228855
-116.05000000000001,22.000000001251138
-116.05000000000001,22.00000000126616
-116.05000000000001,22.000000001273854
-116.05000000000001,22.000000001274316
-116.05000000000001,22.000000001267736
-116.05000000000001,22.00000000125443
-116.05000000000001,22.000000001234813
-116.05000000000001,22.000000001209372
-116.05000000000001,22.000000001178655
-116.05000000000001,22.000000001143263
-116.05000000000001,22.00000000110383
-116.05000000000001,22.000000001060997
-116.05000000000001,22.000000001015405
-116.05000000000001,22.000000000967688
-116.05000000000001,22.000000000918455
-116.05000000000001,22.000000000868276
-116.05000000000001,22.000000000817693
-116.05000000000001,22.000000000767194
-116.05000000000001,22.000000000717215
-116.05000000000001,22.00000000066816
-116.05000000000001,22.00000000062036
-116.05000000000001,22.000000000574126
-116.05000000000001,22.000000000529706
-116.05000000000001,22.00000000048733
-116.05000000000001,22.000000000447184
-116.05000000000001,22.00000000040945
-116.05000000000001,22.00000000037429
-116.05000000000001,22.00000000034186
-116.05000000000001,22.000000000312337
-116.05000000000001,22.000000000285905
-116.05000000000001,22.000000000262762
-116.05000000000001,22.000000000243148
-116.05000000000001,22.000000000227306
-116.05000000000001,22.00000000021552
-116.05000000000001,22.000000000208072
-116.05000000000001,22.00000000020527
-116.05000000000001,22.000000000207404
-116.05000000000001,22.00000000021475
-116.05000000000001,22.000000000227548
-116.05000000000001,22.00000000024598
-116.05000000000001,22.00000000027016
-116.05000000000001,22.000000000300112
-116.05000000000001,22.000000000335756
-116.05000000000001,22.000000000376897
-116.05000000000001,22.00000000042321
-116.05000000000001,22.00000000047425
-115.05000000000001,22.000000000936097
-115.05000000000001,22.000000000850314
-115.05000000000001,22.000000000936097
-115.05000000000001,22.000000001023533
-115.05000000000001,22.000000001111246
-115.05000000000001,22.00000000119784
-115.05000000000001,22.000000001281904
-115.05000000000001,22.000000001362068
-115.05000000000001,22.000000001437034
-115.05000000000001,22.000000001505608
-115.05000000000001,22.00000000156673
-115.05000000000001,22.000000001619505
-115.05000000000001,22.000000001663214
-115.05000000000001,22.000000001697323
-115.05000000000001,22.000000001721506
-115.05000000000001,22.000000001735614
-115.05000000000001,22.0000000017397
-115.05000000000001,22.000000001733987
-115.05000000000001,22.00000000171886
-115.05000000000001,22.000000001694836
-115.05000000000001,22.000000001662563
-115.05000000000001,22.000000001622773
-115.05000000000001,22.000000001576286
-115.05000000000001,22.00000000152395
-115.05000000000001,22.000000001466656
-115.05000000000001,22.000000001405294
-115.05000000000001,22.000000001340744
-115.05000000000001,22.000000001273857
-115.05000000000001,22.00000000120544
-115.05000000000001,22.00000000113625
-115.05000000000001,22.000000001066983
-115.05000000000001,22.000000000998266
-115.05000000000001,22.000000000930665
-115.05000000000001,22.000000000864663
-115.05000000000001,22.000000000800696
-115.05000000000001,22.000000000739124
-115.05000000000001,22.000000000680267
-115.05000000000001,22.000000000624393
-115.05000000000001,22.000000000571738
-115.05000000000001,22.000000000522522
-115.05000000000001,22.000000000476962
-115.05000000000001,22.000000000435275
-115.05000000000001,22.00000000039769
-115.05000000000001,22.000000000364476
-115.05000000000001,22.000000000335923
-115.05000000000001,22.000000000312365
-115.05000000000001,22.00000000029416
-115.05000000000001,22.00000000028171
-115.05000000000001,22.000000000275413
-115.05000000000001,22.00000000027569
-115.05000000000001,22.000000000282935
-115.05000000000001,22.000000000297497
-115.05000000000001,22.00000000031968
-115.05000000000001,22.000000000349683
-115.05000000000001,22.0000000003876
-115.05000000000001,22.00000000043339
-115.05000000000001,22.000000000486846
-115.05000000000001,22.00000000054761
-115.05000000000001,22.000000000615145
-115.05000000000001,22.000000000688722
-114.05000000000001,22.000000001347125
-114.05000000000001,22.000000001227793
-114.05000000000001,22.000000001347125
-114.05000000000001,22.00000000146759
-114.05000000000001,22.000000001587267
-114.05000000000001,22.0000000017042
-114.05000000000001,22.00000000181648
-114.05000000000001,22.000000001922263
-114.05000000000001,22.00000000201984
-114.05000000000001,22.000000002107672
-114.05000000000001,22.00000000218444
-114.05000000000001,22.000000002249056
-114.05000000000001,22.000000002300695
-114.05000000000001,22.00000000233879
-114.05000000000001,22.00000000236306
-114.05000000000001,22.000000002373483
-114.05000000000001,22.00000000237028
-114.05000000000001,22.000000002353918
-114.05000000000001,22.00000000232505
-114.05000000000001,22.000000002284516
-114.05000000000001,22.000000002233296
-114.05000000000001,22.00000000217248
-114.05000000000001,22.000000002103235
-114.05000000000001,22.00000000202678
-114.05000000000001,22.000000001944347
-114.05000000000001,22.000000001857153
-114.05000000000001,22.00000000176639
-114.05000000000001,22.000000001673197
-114.05000000000001,22.000000001578638
-114.05000000000001,22.000000001483702
-114.05000000000001,22.000000001389278
-114.05000000000001,22.00000000129617
-114.05000000000001,22.00000000120508
-114.05000000000001,22.000000001116625
-114.05000000000001,22.000000001031324
-114.05000000000001,22.000000000949623
-114.05000000000001,22.000000000871907
-114.05000000000001,22.0000000007985
-114.05000000000001,22.000000000729703
-114.05000000000001,22.00000000066579
-114.05000000000001,22.000000000607045
-114.05000000000001,22.00000000055377
-114.05000000000001,22.000000000506294
-114.05000000000001,22.000000000464993
-114.05000000000001,22.000000000430294
-114.05000000000001,22.00000000040267
-114.05000000000001,22.000000000382652
-114.05000000000001,22.00000000037079
-114.05000000000001,22.000000000367653
-114.05000000000001,22.00000000037381
-114.05000000000001,22.000000000389775
-114.05000000000001,22.000000000416005
-114.05000000000001,22.00000000045284
-114.05000000000001,22.00000000050049
-114.05000000000001,22.000000000558977
-114.05000000000001,22.000000000628134
-114.05000000000001,22.000000000707555
-114.05000000000001,22.0000000007966
-114.05000000000001,22.000000000894385
-114.05000000000001,22.000000000999783
-113.05000000000001,22.000000001935142
-113.05000000000001,22.000000001770097
-113.05000000000001,22.000000001935142
-113.05000000000001,22.00000000210014
-113.05000000000001,22.000000002262407
-113.05000000000001,22.00000000241926
-113.05000000000001,22.000000002568115
-113.05000000000001,22.000000002706532
-113.05000000000001,22.000000002832294
-113.05000000000001,22.000000002943455
-113.05000000000001,22.00000000303839
-113.05000000000001,22.000000003115822
-113.05000000000001,22.000000003174847
-113.05000000000001,22.000000003214936
-113.05000000000001,22.000000003235925
-113.05000000000001,22.000000003238018
-113.05000000000001,22.00000000322174
-113.05000000000001,22.00000000318791
-113.05000000000001,22.000000003137618
-113.05000000000001,22.00000000307215
-113.05000000000001,22.000000002992973
-113.05000000000001,22.000000002901672
-113.05000000000001,22.000000002799908
-113.05000000000001,22.00000000268938
-113.05000000000001,22.000000002571788
-113.05000000000001,22.00000000244879
-113.05000000000001,22.000000002321983
-113.05000000000001,22.00000000219287
-113.05000000000001,22.000000002062844
-113.05000000000001,22.00000000193318
-113.05000000000001,22.00000000180502
-113.05000000000001,22.00000000167937
-113.05000000000001,22.00000000155711
-113.05000000000001,22.00000000143899
-113.05000000000001,22.00000000132565
-113.05000000000001,22.00000000121762
-113.05000000000001,22.000000001115367
-113.05000000000001,22.000000001019288
-113.05000000000001,22.00000000092976
-113.05000000000001,22.00000000084714
-113.05000000000001,22.000000000771813
-113.05000000000001,22.000000000704198
-113.05000000000001,22.000000000644768
-113.05000000000001,22.000000000594074
-113.05000000000001,22.000000000552728
-113.05000000000001,22.00000000052143
-113.05000000000001,22.000000000500915
-113.05000000000001,22.000000000491973
-113.05000000000001,22.000000000495387
-113.05000000000001,22.000000000511918
-113.05000000000001,22.000000000542233
-113.05000000000001,22.000000000586894
-113.05000000000001,22.000000000646274
-113.05000000000001,22.00000000072053
-113.05000000000001,22.00000000080955
-113.05000000000001,22.00000000091293
-113.05000000000001,22.000000001029928
-113.05000000000001,22.000000001159474
-113.05000000000001,22.000000001300148
-113.05000000000001,22.00000000145021
-112.05000000000001,22.00000000277442
-112.05000000000001,22.000000002547484
-112.05000000000001,22.00000000277442
-112.05000000000001,22.000000002999034
-112.05000000000001,22.000000003217608
-112.05000000000001,22.00000000342651
-112.05000000000001,22.00000000362228
-112.05000000000001,22.000000003801727
-112.05000000000001,22.00000000396202
-112.05000000000001,22.00000000410073
-112.05000000000001,22.000000004215924
-112.05000000000001,22.00000000430616
-112.05000000000001,22.000000004370516
-112.05000000000001,22.0000000044086
-112.05000000000001,22.00000000442052
-112.05000000000001,22.000000004406846
-112.05000000000001,22.000000004368587
-112.05000000000001,22.000000004307125
-112.05000000000001,22.000000004224155
-112.05000000000001,22.000000004121635
-112.05000000000001,22.000000004001706
-112.05000000000001,22.000000003866635
-112.05000000000001,22.000000003718764
-112.05000000000001,22.000000003560448
-112.05000000000001,22.000000003393996
-112.05000000000001,22.000000003221647
-112.05000000000001,22.000000003045514
-112.05000000000001,22.00000000286758
-112.05000000000001,22.000000002689642
-112.05000000000001,22.00000000251334
-112.05000000000001,22.000000002340112
-112.05000000000001,22.000000002171213
-112.05000000000001,22.000000002007727
-112.05000000000001,22.000000001850562
-112.05000000000001,22.00000000170049
-112.05000000000001,22.000000001558153
-112.05000000000001,22.000000001424105
-112.05000000000001,22.00000000129884
-112.05000000000001,22.000000001182837
-112.05000000000001,22.00000000107657
-112.05000000000001,22.00000000098058
-112.05000000000001,22.000000000895454
-112.05000000000001,22.000000000821892
-112.05000000000001,22.000000000760686
-112.05000000000001,22.00000000071274
-112.05000000000001,22.000000000679048
-112.05000000000001,22.000000000660666
-112.05000000000001,22.000000000658694
-112.05000000000001,22.0000000006742
-112.05000000000001,22.00000000070818
-112.05000000000001,22.00000000076149
-112.05000000000001,22.00000000083477
-112.05000000000001,22.00000000092839
-112.05000000000001,22.000000001042377
-112.05000000000001,22.000000001176353
-112.05000000000001,22.000000001329504
-112.05000000000001,22.000000001500553
-112.05000000000001,22.000000001687745
-112.05000000000001,22.00000000188886
-112.05000000000001,22.00000000210126
-111.05000000000001,22.000000003969443
-111.05000000000001,22.000000003659288
-111.05000000000001,22.000000003969443
-111.05000000000001,22.000000004273264
-111.05000000000001,22.000000004565663
-111.05000000000001,22.000000004841752
-111.05000000000001,22.000000005096968
-111.05000000000001,22.000000005327195
-111.05000000000001,22.000000005528864
-111.05000000000001,22.000000005699043
-111.05000000000001,22.00000000583549
-111.05000000000001,22.000000005936666
-111.05000000000001,22.00000000600178
-111.05000000000001,22.000000006030735
-111.05000000000001,22.00000000602411
-111.05000000000001,22.0000000059831
-111.05000000000001,22.00000000590945
-111.05000000000001,22.00000000580537
-111.05000000000001,22.000000005673456
-111.05000000000001,22.000000005516597
-111.05000000000001,22.000000005337878
-111.05000000000001,22.000000005140517
-111.05000000000001,22.000000004927767
-111.05000000000001,22.000000004702844
-111.05000000000001,22.000000004468884
-111.05000000000001,22.00000000422886
-111.05000000000001,22.000000003985562
-111.05000000000001,22.00000000374156
-111.05000000000001,22.000000003499178
-111.05000000000001,22.000000003260478
-111.05000000000001,22.000000003027267
-111.05000000000001,22.000000002801098
-111.05000000000001,22.000000002583278
-111.05000000000001,22.000000002374904
-111.05000000000001,22.000000002176897
-111.05000000000001,22.00000000199002
-111.05000000000001,22.000000001814954
-111.05000000000001,22.000000001652307
-111.05000000000001,22.000000001502702
-111.05000000000001,22.000000001366796
-111.05000000000001,22.000000001245343
-111.05000000000001,22.000000001139213
-111.05000000000001,22.000000001049422
-111.05000000000001,22.000000000977135
-111.05000000000001,22.00000000092366
-111.05000000000001,22.00000000089042
-111.05000000000001,22.00000000087892
-111.05000000000001,22.000000000890658
-111.05000000000001,22.000000000927084
-111.05000000000001,22.00000000098948
-111.05000000000001,22.000000001078888
-111.05000000000001,22.000000001196007
-111.05000000000001,22.0000000013411
-111.05000000000001,22.0000000015139
-111.05000000000001,22.00000000171357
-111.05000000000001,22.000000001938627
-111.05000000000001,22.00000000218693
-111.05000000000001,22.000000002455696
-111.05000000000001,22.00000000274151
-111.05000000000001,22.000000003040398
-110.05000000000001,22.000000005666795
-110.05000000000001,22.000000005245546
-110.05000000000001,22.000000005666795
-110.05000000000001,22.000000006075002
-110.05000000000001,22.000000006463278
-110.05000000000001,22.00000000682512
-110.05000000000001,22.000000007154586
-110.05000000000001,22.000000007446452
-110.05000000000001,22.00000000769633
-110.05000000000001,22.000000007900752
-110.05000000000001,22.000000008057253
-110.05000000000001,22.000000008164363
-110.05000000000001,22.000000008221615
-110.05000000000001,22.0000000082295
-110.05000000000001,22.00000000818938
-110.05000000000001,22.000000008103427
-110.05000000000001,22.0000000079745
-110.05000000000001,22.000000007806012
-110.05000000000001,22.000000007601848
-110.05000000000001,22.0000000073662
-110.05000000000001,22.00000000710347
-110.05000000000001,22.000000006818144
-110.05000000000001,22.000000006514703
-110.05000000000001,22.000000006197517
-110.05000000000001,22.00000000587077
-110.05000000000001,22.000000005538407
-110.05000000000001,22.00000000520406
-110.05000000000001,22.00000000487105
-110.05000000000001,22.000000004542322
-110.05000000000001,22.000000004220468
-110.05000000000001,22.000000003907722
-110.05000000000001,22.000000003605972
-110.05000000000001,22.0000000033168
-110.05000000000001,22.000000003041507
-110.05000000000001,22.000000002781174
-110.05000000000001,22.000000002536723
-110.05000000000001,22.000000002308973
-110.05000000000001,22.000000002098712
-110.05000000000001,22.000000001906773
-110.05000000000001,22.00000000173408
-110.05000000000001,22.000000001581725
-110.05000000000001,22.000000001450985
-110.05000000000001,22.000000001343356
-110.05000000000001,22.000000001260542
-110.05000000000001,22.00000000120444
-110.05000000000001,22.00000000117709
-110.05000000000001,22.00000000118057
-110.05000000000001,22.000000001216943
-110.05000000000001,22.00000000128811
-110.05000000000001,22.00000000139569
-110.05000000000001,22.00000000154089
-110.05000000000001,22.000000001724363
-110.05000000000001,22.000000001946095
-110.05000000000001,22.000000002205297
-110.05000000000001,22.00000000250031
-110.05000000000001,22.000000002828596
-110.05000000000001,22.000000003186678
-110.05000000000001,22.000000003570204
-110.05000000000001,22.000000003974
-110.05000000000001,22.00000000439219
-109.05000000000001,22.00000000807153
-109.05000000000001,22.00000000750313
-109.05000000000001,22.00000000807153
-109.05000000000001,22.00000000861608
-109.05000000000001,22.000000009127557
-109.05000000000001,22.00000000959742
-109.05000000000001,22.000000010018052
-109.05000000000001,22.000000010382937
-109.05000000000001,22.000000010686804
-109.05000000000001,22.00000001092574
-109.05000000000001,22.00000001109721
-109.05000000000001,22.000000011200093
-109.05000000000001,22.000000011234604
-109.05000000000001,22.000000011202236
-109.05000000000001,22.000000011105623
-109.05000000000001,22.00000001094841
-109.05000000000001,22.00000001073509
-109.05000000000001,22.00000001047084
-109.05000000000001,22.00000001016133
-109.05000000000001,22.000000009812577
-109.05000000000001,22.000000009430767
-109.05000000000001,22.00000000902211
-109.05000000000001,22.000000008592696
-109.05000000000001,22.00000000814841
-109.05000000000001,22.0000000076948
-109.05000000000001,22.000000007237034
-109.05000000000001,22.000000006779814
-109.05000000000001,22.000000006327365
-109.05000000000001,22.000000005883404
-109.05000000000001,22.000000005451145
-109.05000000000001,22.000000005033318
-109.05000000000001,22.00000000463219
-109.05000000000001,22.000000004249646
-109.05000000000001,22.000000003887212
-109.05000000000001,22.000000003546166
-109.05000000000001,22.000000003227605
-109.05000000000001,22.00000000293255
-109.05000000000001,22.000000002662038
-109.05000000000001,22.00000000241722
-109.05000000000001,22.000000002199435
-109.05000000000001,22.00000000201028
-109.05000000000001,22.000000001851657
-109.05000000000001,22.00000000172576
-109.05000000000001,22.00000000163509
-109.05000000000001,22.000000001582375
-109.05000000000001,22.000000001570484
-109.05000000000001,22.00000000160231
-109.05000000000001,22.000000001680615
-109.05000000000001,22.000000001807845
-109.05000000000001,22.000000001985974
-109.05000000000001,22.00000000221628
-109.05000000000001,22.00000000249919
-109.05000000000001,22.00000000283411
-109.05000000000001,22.000000003219313
-109.05000000000001,22.000000003651824
-109.05000000000001,22.0000000041274
-109.05000000000001,22.000000004640548
-109.05000000000001,22.000000005184585
-109.05000000000001,22.00000000575178
-109.05000000000001,22.000000006333515
-108.05000000000001,22.000000011469645
-108.05000000000001,22.00000001070798
-108.05000000000001,22.000000011469645
-108.05000000000001,22.000000012190522
-108.05000000000001,22.000000012858404
-108.05000000000001,22.000000013462245
-108.05000000000001,22.00000001399243
-108.05000000000001,22.000000014441028
-108.05000000000001,22.00000001480192
-108.05000000000001,22.000000015070917
-108.05000000000001,22.000000015245778
-108.05000000000001,22.00000001532616
-108.05000000000001,22.000000015313535
-108.05000000000001,22.000000015211025
-108.05000000000001,22.000000015023222
-108.05000000000001,22.000000014755976
-108.05000000000001,22.00000001441616
-108.05000000000001,22.000000014011423
-108.05000000000001,22.000000013549958
-108.05000000000001,22.000000013040264
-108.05000000000001,22.00000001249094
-108.05000000000001,22.000000011910476
-108.05000000000001,22.000000011307108
-108.05000000000001,22.000000010688662
-108.05000000000001,22.000000010062436
-108.05000000000001,22.000000009435134
-108.05000000000001,22.00000000881278
-108.05000000000001,22.000000008200708
-108.05000000000001,22.00000000760355
-108.05000000000001,22.00000000702524
-108.05000000000001,22.000000006469072
-108.05000000000001,22.000000005937743
-108.05000000000001,22.00000000543345
-108.05000000000001,22.00000000495798
-108.05000000000001,22.000000004512824
-108.05000000000001,22.00000000409932
-108.05000000000001,22.000000003718778
-108.05000000000001,22.0000000033726
-108.05000000000001,22.000000003062443
-108.05000000000001,22.00000000279026
-108.05000000000001,22.000000002558433
-108.05000000000001,22.00000000236978
-108.05000000000001,22.000000002227544
-108.05000000000001,22.00000000213536
-108.05000000000001,22.000000002097117
-108.05000000000001,22.000000002116842
-108.05000000000001,22.000000002198473
-108.05000000000001,22.000000002345644
-108.05000000000001,22.000000002561436
-108.05000000000001,22.0000000028481
-108.05000000000001,22.00000000320681
-108.05000000000001,22.000000003637417
-108.05000000000001,22.000000004138254
-108.05000000000001,22.00000000470599
-108.05000000000001,22.000000005335533
-108.05000000000001,22.000000006020038
-108.05000000000001,22.000000006750952
-108.05000000000001,22.00000000751818
-108.05000000000001,22.00000000831029
-108.05000000000001,22.00000000911481
-107.05000000000001,22.000000016258866
-107.05000000000001,22.00000001524575
-107.05000000000001,22.000000016258866
-107.05000000000001,22.000000017205224
-107.05000000000001,22.000000018068885
-107.05000000000001,22.00000001883577
-107.05000000000001,22.000000019494006
-107.05000000000001,22.0000000200342
-107.05000000000001,22.000000020449583
-107.05000000000001,22.000000020736092
-107.05000000000001,22.000000020892337
-107.05000000000001,22.0000000209195
-107.05000000000001,22.000000020821137
-107.05000000000001,22.000000020602947
-107.05000000000001,22.000000020272473
-107.05000000000001,22.00000001983879
-107.05000000000001,22.000000019312168
-107.05000000000001,22.000000018703723
-107.05000000000001,22.000000018025116
-107.05000000000001,22.000000017288215
-107.05000000000001,22.000000016504845
-107.05000000000001,22.00000001568652
-107.05000000000001,22.00000001484425
-107.05000000000001,22.000000013988355
-107.05000000000001,22.000000013128346
-107.05000000000001,22.000000012272835
-107.05000000000001,22.000000011429464
-107.05000000000001,22.000000010604893
-107.05000000000001,22.00000000980482
-107.05000000000001,22.000000009034004
-107.05000000000001,22.000000008296357
-107.05000000000001,22.000000007595037
-107.05000000000001,22.00000000693258
-107.05000000000001,22.000000006311048
-107.05000000000001,22.00000000573221
-107.05000000000001,22.00000000519773
-107.05000000000001,22.000000004709335
-107.05000000000001,22.000000004269015
-107.05000000000001,22.000000003879176
-107.05000000000001,22.00000000354275
-107.05000000000001,22.000000003263295
-107.05000000000001,22.000000003044992
-107.05000000000001,22.000000002892616
-107.05000000000001,22.000000002811397
-107.05000000000001,22.000000002806857
-107.05000000000001,22.00000000288456
-107.05000000000001,22.000000003049788
-107.05000000000001,22.00000000330723
-107.05000000000001,22.000000003660585
-107.05000000000001,22.000000004112223
-107.05000000000001,22.000000004662823
-107.05000000000001,22.00000000531107
-107.05000000000001,22.000000006053405
-107.05000000000001,22.000000006883877
-107.05000000000001,22.000000007794085
-107.05000000000001,22.000000008773203
-107.05000000000001,22.000000009808154
-107.05000000000001,22.000000010883873
-107.05000000000001,22.000000011983666
-107.05000000000001,22.000000013089643
-106.05000000000001,22.00000002299065
-106.05000000000001,22.000000021653797
-106.05000000000001,22.00000002299065
-106.05000000000001,22.00000002422163
-106.05000000000001,22.000000025326226
-106.05000000000001,22.00000002628683
-106.05000000000001,22.000000027089147
-106.05000000000001,22.000000027722475
-106.05000000000001,22.00000002817984
-106.05000000000001,22.00000002845803
-106.05000000000001,22.00000002855744
-106.05000000000001,22.000000028481907
-106.05000000000001,22.000000028238333
-106.05000000000001,22.000000027836347
-106.05000000000001,22.000000027287847
-106.05000000000001,22.000000026606546
-106.05000000000001,22.0000000258075
-106.05000000000001,22.000000024906637
-106.05000000000001,22.00000002392033
-106.05000000000001,22.00000002286499
-106.05000000000001,22.00000002175671
-106.05000000000001,22.00000002061094
-106.05000000000001,22.000000019442265
-106.05000000000001,22.00000001826418
-106.05000000000001,22.000000017088958
-106.05000000000001,22.000000015927547
-106.05000000000001,22.00000001478954
-106.05000000000001,22.00000001368315
-106.05000000000001,22.000000012615292
-106.05000000000001,22.000000011591638
-106.05000000000001,22.000000010616766
-106.05000000000001,22.0000000096943
-106.05000000000001,22.000000008827143
-106.05000000000001,22.000000008017672
-106.05000000000001,22.000000007268017
-106.05000000000001,22.000000006580304
