-200.000000	0.000000	22.000000,x,y,z
-200.000000	0.000004	22.000000,,,
-200.000000	0.000008	22.000000,,,
-200.000000	0.000013	22.000000,,,
-200.000000	0.000017	22.000000,,,
-200.000000	0.000021	22.000000,,,
-200.000000	0.000025	22.000000,,,
-200.000000	0.000030	22.000000,,,
-200.000000	0.000034	22.000000,,,
-200.000000	0.000038	22.000000,,,
-200.000000	0.000042	22.000000,,,
-200.000000	0.000047	22.000000,,,
-200.000000	0.000051	22.000000,,,
-200.000000	0.000055	22.000000,,,
-200.000000	0.000059	22.000000,,,
-200.000000	0.000063	22.000000,,,
-200.000000	0.000068	22.000000,,,
-200.000000	0.000072	22.000000,,,
-200.000000	0.000076	22.000000,,,
-200.000000	0.000080	22.000000,,,
-200.000000	0.000085	22.000000,,,
-200.000000	0.000089	22.000000,,,
-200.000000	0.000093	22.000000,,,
-200.000000	0.000097	22.000000,,,
-200.000000	0.000102	22.000000,,,
-200.000000	0.000106	22.000000,,,
-200.000000	0.000110	22.000000,,,
-200.000000	0.000114	22.000000,,,
-200.000000	0.000118	22.000000,,,
-200.000000	0.000123	22.000000,,,
-200.000000	0.000127	22.000000,,,
-200.000000	0.000131	22.000000,,,
-200.000000	0.000135	22.000000,,,
-200.000000	0.000140	22.000000,,,
-200.000000	0.000144	22.000000,,,
-200.000000	0.000148	22.000000,,,
-200.000000	0.000152	22.000000,,,
-200.000000	0.000157	22.000000,,,
-200.000000	0.000161	22.000000,,,
-200.000000	0.000165	22.000000,,,
-200.000000	0.000169	22.000000,,,
-200.000000	0.000173	22.000000,,,
-200.000000	0.000178	22.000000,,,
-200.000000	0.000182	22.000000,,,
-200.000000	0.000186	22.000000,,,
-200.000000	0.000190	22.000000,,,
-200.000000	0.000195	22.000000,,,
-200.000000	0.000199	22.000000,,,
-200.000000	0.000203	22.000000,,,
-200.000000	0.000207	22.000000,,,
-200.000000	0.000212	22.000000,,,
-200.000000	0.000216	22.000000,,,
-200.000000	0.000220	22.000000,,,
-200.000000	0.000224	22.000000,,,
-200.000000	0.000228	22.000000,,,
-200.000000	0.000233	22.000000,,,
-200.000000	0.000237	22.000000,,,
-200.000000	0.000241	22.000000,,,
-200.000000	0.000245	22.000000,,,
-200.000000	0.000250	22.000000,,,
-200.000000	0.000254	22.000000,,,
-199.050000	0.000000	22.000000,,,
-199.050000	0.000004	22.000000,,,
-199.050000	0.000008	22.000000,,,
-199.050000	0.000013	22.000000,,,
-199.050000	0.000017	22.000000,,,
-199.050000	0.000021	22.000000,,,
-199.050000	0.000025	22.000000,,,
-199.050000	0.000030	22.000000,,,
-199.050000	0.000034	22.000000,,,
-199.050000	0.000038	22.000000,,,
-199.050000	0.000042	22.000000,,,
-199.050000	0.000047	22.000000,,,
-199.050000	0.000051	22.000000,,,
-199.050000	0.000055	22.000000,,,
-199.050000	0.000059	22.000000,,,
-199.050000	0.000063	22.000000,,,
-199.050000	0.000068	22.000000,,,
-199.050000	0.000072	22.000000,,,
-199.050000	0.000076	22.000000,,,
-199.050000	0.000080	22.000000,,,
-199.050000	0.000085	22.000000,,,
-199.050000	0.000089	22.000000,,,
-199.050000	0.000093	22.000000,,,
-199.050000	0.000097	22.000000,,,
-199.050000	0.000102	22.000000,,,
-199.050000	0.000106	22.000000,,,
-199.050000	0.000110	22.000000,,,
-199.050000	0.000114	22.000000,,,
-199.050000	0.000118	22.000000,,,
-199.050000	0.000123	22.000000,,,
-199.050000	0.000127	22.000000,,,
-199.050000	0.000131	22.000000,,,
-199.050000	0.000135	22.000000,,,
-199.050000	0.000140	22.000000,,,
-199.050000	0.000144	22.000000,,,
-199.050000	0.000148	22.000000,,,
-199.050000	0.000152	22.000000,,,
-199.050000	0.000157	22.000000,,,
-199.050000	0.000161	22.000000,,,
-199.050000	0.000165	22.000000,,,
-199.050000	0.000169	22.000000,,,
-199.050000	0.000173	22.000000,,,
-199.050000	0.000178	22.000000,,,
-199.050000	0.000182	22.000000,,,
-199.050000	0.000186	22.000000,,,
-199.050000	0.000190	22.000000,,,
-199.050000	0.000195	22.000000,,,
-199.050000	0.000199	22.000000,,,
-199.050000	0.000203	22.000000,,,
-199.050000	0.000207	22.000000,,,
-199.050000	0.000212	22.000000,,,
-199.050000	0.000216	22.000000,,,
-199.050000	0.000220	22.000000,,,
-199.050000	0.000224	22.000000,,,
-199.050000	0.000228	22.000000,,,
-199.050000	0.000233	22.000000,,,
-199.050000	0.000237	22.000000,,,
-199.050000	0.000241	22.000000,,,
-199.050000	0.000245	22.000000,,,
-199.050000	0.000250	22.000000,,,
-199.050000	0.000254	22.000000,,,
-198.050000	0.000000	22.000000,,,
-198.050000	0.000004	22.000000,,,
-198.050000	0.000008	22.000000,,,
-198.050000	0.000013	22.000000,,,
-198.050000	0.000017	22.000000,,,
-198.050000	0.000021	22.000000,,,
-198.050000	0.000025	22.000000,,,
-198.050000	0.000030	22.000000,,,
-198.050000	0.000034	22.000000,,,
-198.050000	0.000038	22.000000,,,
-198.050000	0.000042	22.000000,,,
-198.050000	0.000047	22.000000,,,
-198.050000	0.000051	22.000000,,,
-198.050000	0.000055	22.000000,,,
-198.050000	0.000059	22.000000,,,
-198.050000	0.000063	22.000000,,,
-198.050000	0.000068	22.000000,,,
-198.050000	0.000072	22.000000,,,
-198.050000	0.000076	22.000000,,,
-198.050000	0.000080	22.000000,,,
-198.050000	0.000085	22.000000,,,
-198.050000	0.000089	22.000000,,,
-198.050000	0.000093	22.000000,,,
-198.050000	0.000097	22.000000,,,
-198.050000	0.000102	22.000000,,,
